,year,title
8453,2020,Cyanobacterial blooms in wastewater treatment facilities: Significance and emerging monitoring strategies.
8454,2020,Genome-wide investigation of the dynamic changes of epigenome modifications after global DNA methylation editing
8455,2020,"Next generation sequencing of SARS-CoV-2 genomes: challenges, applications and opportunities"
8456,2020,Runting and Stunting Syndrome in Broiler Chickens: Histopathology and Association With a Novel Picornavirus
8457,2020,"The Complete Mitochondrial Genome of Two Armored Catfish Populations of the Genus Hypostomus (Siluriformes, Loricariidae, Hypostominae)"
8458,2020,"Duganella callida sp. nov., a novel addition to the Duganella genus, isolated from the soil of a cultivated maize field."
8459,2020,Immunoglobulin T genes in Actinopterygii.
8460,2020,YAP contributes to DNA methylation remodeling upon mouse embryonic stem cell differentiation
8461,2020,CorGAT: a tool for the functional annotation of SARS-CoV-2 genomes
8462,2020,aCLImatise: automated generation of tool definitions for bioinformatics workflows
8463,2020,Home-made enzymatic premix and Illumina sequencing allow for one-step Gibson assembly and verification of virus infectious clones
8464,2020,Characterization of prevalence and genetic subtypes of Blastocystis sp. in wild and domestic Suidae of central Italy aided by amplicon NGS.
8465,2020,Serum amyloid A is a positive acute phase protein in Russian sturgeon challenged with Aeromonas hydrophila
8466,2020,Levels of autonomy in synthetic biology engineering
8467,2020,Modulating the Heat Sensitivity of Prostate Cancer Cell Lines In Vitro: A New Impact for Focal Therapies
8468,2020,"Biological and Genomic Characterization of a Novel Jumbo Bacteriophage, vB_VhaM_pir03 with Broad Host Lytic Activity against Vibrio harveyi"
8469,2020,An Integrated In Silico and In Vivo Approach to Identify Protective Effects of Palonosetron in Cisplatin-Induced Nephrotoxicity
8470,2020,RNAflow: An Effective and Simple RNA-Seq Differential Gene Expression Pipeline Using Nextflow
8471,2020,MACE RNA sequencing analysis of conjunctival squamous cell carcinoma and papilloma using formalin-fixed paraffin-embedded tumor tissue
8472,2020,Factors to be considered in designing frameworks for automated bioinformatics pipelines—a perspective based on application setting
8473,2020,Genome-wide SNP discovery from Darjeeling tea cultivars - their functional impacts and application toward population structure and trait associations.
8474,2020,Biparental contributions of the H2A.B histone variant control embryonic development in mice.
8475,2020,NGScloud2: optimized bioinformatic analysis using Amazon Web Services
8476,2020,Oral Microbiome Signatures in Hematological Cancers Reveal Predominance of Actinomyces and Rothia Species
8477,2020,"Toward a scalable framework for reproducible processing of volumetric, nanoscale neuroimaging datasets"
8478,2020,Microbial community composition in the rhizosphere of Larix decidua under different light regimes with additional focus on methane cycling microorganisms
8479,2020,Comparative Genomic Study for Revealing the Complete Scenario of COVID-19 Pandemic in Bangladesh
8480,2020,HSATII RNA is induced via a noncanonical ATM-regulated DNA damage response pathway and promotes tumor cell proliferation and movement
8481,2020,Cage bedding modifies metabolic and gut microbiota profiles in mouse studies applying dietary restriction
8482,2020,From the Ocean to the Lab—Assessing Iron Limitation in Cyanobacteria: An Interface Paper
8483,2020,A new fish-specific gene evolves new functions in cichlid fishes
8484,2020,The dynamic epigenetic regulation of the inactive X chromosome in healthy human B cells is dysregulated in lupus patients
8485,2020,CRISPR/Cas9 targeting Ttc30a mimics ciliary chondrodysplasia with polycystic kidney disease
8486,2020,Optimized OPA1 Isoforms 1 and 7 Provide Therapeutic Benefit in Models of Mitochondrial Dysfunction
8487,2020,Isolation of Harveyi clade Vibrio spp. collected in aquaculture farms: How can the identification issue be addressed?
8488,2020,"The effects of feeding ferric citrate on ruminal bacteria, methanogenic archaea and methane production in growing beef steers"
8489,2020,Extensive gene rearrangements in the mitogenomes of congeneric annelid species and insights on the evolutionary history of the genus Ophryotrocha
8490,2020,Transcriptome profiling research in urothelial cell carcinoma
8491,2020,Comparative transcriptome analyses of the Drosophila pupal eye
8492,2020,"Moniliella spathulata, an oil-degrading yeast, which promotes growth of barley in oil-polluted soil"
8493,2020,The B chromosome of Sorghum purpureosericeum reveals the first pieces of its sequence
8494,2020,Transcriptome profiling research in urothelial cells carcinoma
8495,2020,Characterization of the first cultured free-living representative of Candidatus Izemoplasma uncovers its unique biology
8496,2020,Multilocus sequence typing of pathogenic Mycoplasma mycoides subsp. capri reveals the predominance of a novel clonal complex among isolates from goats in India
8497,2020,"Comparative analysis of the transcriptomes of EDL, psoas, and soleus muscles from mice"
8498,2020,"A Modular Workflow for Model Building, Analysis, and Parameter Estimation in Systems Biology and Neuroscience"
8499,2020,Group 3 Innate Lymphoid Cells Program a Distinct Subset of IL-22BP-Producing Dendritic Cells Demarcating Solitary Intestinal Lymphoid Tissues.
8500,2020,Long non-coding RNA Gm15441 attenuates hepatic inflammasome activation in response to PPARA agonism and fasting
8501,2020,Congenital heart disease risk loci identified by genome-wide association study in European patients.
8502,2020,Decitabine Induces Gene Derepression on Monosomic Chromosomes: In Vitro and In Vivo Effects in Adverse-Risk Cytogenetics AML
8503,2020,The bone microenvironment invigorates metastatic seeds for further dissemination
8504,2020,New Frontiers of Anaerobic Hydrocarbon Biodegradation in the Multi-Omics Era
8505,2020,GIANT: galaxy-based tool for interactive analysis of transcriptomic data
8506,2020,"Transcriptome Analysis Identifies SenZfp536, a Sense LncRNA that Suppresses Self-renewal of Cortical Neural Progenitors"
8507,2020,Phenotypic plasticity of ER+ breast cancer in the bone microenvironment
8508,2020,The Nab2 RNA binding protein promotes sex-specific splicing of Sex lethal in Drosophila neuronal tissue
8509,2020,Multi-level analysis of reproduction in an Antarctic midge identifies female and male accessory gland products that are altered by larval stress and impact progeny viability
8510,2020,Diabetes changes gene expression but not DNA methylation in cardiac cells.
8511,2020,Long inverted repeats around the chromosome replication terminus in the model strain Bacillus thuringiensis serovar israelensis BGSC 4Q7
8512,2020,NMR: Unique Strengths That Enhance Modern Metabolomics Research.
8513,2020,VSPrep: A KNIME workflow for the preparation of molecular databases for virtual screening.
8514,2020,Host miRNA-21 promotes liver dysfunction by targeting small intestinal Lactobacillus in mice
8515,2020,Investigation of Two Mycobacterium abscessus Outbreaks in Quebec Using Whole Genome Sequencing
8516,2020,Vaginal microbiota diversity and paucity of Lactobacillus species are associated with persistent hrHPV infection in HIV negative but not in HIV positive women
8517,2020,iPSC culture expansion selects against putatively actionable mutations in the mitochondrial genome
8518,2020,Colonization of Naive Roots from Populus tremula × alba Involves Successive Waves of Fungi and Bacteria with Different Trophic Abilities
8519,2020,RepeatFS: a file system providing reproducibility through provenance and automation
8520,2020,"Responses to chronic corticosterone on brain glucocorticoid receptors, adrenal gland, and gut microbiota in mice lacking neuronal serotonin"
8521,2020,The hourglass model of evolutionary conservation during embryogenesis extends to developmental enhancers with signatures of positive selection
8522,2020,Differential effect of silver nanoparticles on the microbiome of adult and developing planaria.
8523,2020,Galaxy CLIP-Explorer: a web server for CLIP-Seq data analysis
8524,2020,Galaxy and Apollo as a biologist-friendly interface for high-quality cooperative phage genome annotation
8525,2020,Regeneration of the pulmonary vascular endothelium after viral pneumonia requires COUP-TF2
8526,2020,Genotypic and Phenotypic Characterization of Incompatibility Group FIB Positive Salmonella enterica Serovar Typhimurium Isolates from Food Animal Sources
8527,2020,"Draft genome and description of Chryseobacterium manosquense strain Marseille-Q2069T sp. nov., a new bacterium isolated from human healthy skin"
8528,2020,"Draft genome and description of Aeromicrobium phoceense strain Marseille-Q0843T sp. nov., a new bacterium isolated from human healthy skin"
8529,2020,Aequorea’s secrets revealed: New fluorescent proteins with unique properties for bioimaging and biosensing
8530,2020,"Unifying package managers, workflow engines, and containers: Computational reproducibility with BioNix"
8531,2020,"Impact of Porcine Arterivirus, Influenza B, and Their Coinfection on Antiviral Response in the Porcine Lung"
8532,2020,"Draft Genome Sequence of a Noncognate Bacterium, Achromobacter sp. Strain Bel, Associated with a Rhabditid Entomopathogenic Nematode"
8533,2020,The PAX-FOXO1s trigger fast trans-differentiation of chick embryonic neural cells into alveolar rhabdomyosarcoma with tissue invasive properties limited by S phase entry inhibition
8534,2020,Workflow Generation with wfGenes
8535,2020,The role of land management and elevation in shaping soil microbial communities: Insights from the Central European Alps
8536,2020,A Bioinformatic Analysis of Integrative Mobile Genetic Elements Highlights Their Role in Bacterial Adaptation.
8537,2020,UCSC Cell Browser: visualize your single-cell data
8538,2020,"Methylthioadenosine (MTA) boosts cell‐specific productivities of Chinese hamster ovary cultures: dosage effects on proliferation, cell cycle and gene expression"
8539,2020,Corneal tissue induces transcription of metallothioneins in monocyte-derived human macrophages.
8540,2020,A Novel Surgical Method for Continuous Intra-Portal Infusion of Gut Microbial Metabolites in Mice
8541,2020,Comparison of the Genital Microbiomes of Pregnant Aboriginal and Non-aboriginal Women
8542,2020,High prevalence of mcr-1-encoded colistin resistance in commensal Escherichia coli from broiler chicken in Bangladesh
8543,2020,The invasive red-eared slider turtle is more successful than the native Chinese three-keeled pond turtle: evidence from the gut microbiota
8544,2020,Regulation of retinal amacrine cell generation by miR-216b and Foxn3
8545,2020,"Draft genome and description of Corynebacterium haemomassiliense strain Marseille-Q3615T sp. nov., a new bacterium isolated from a 59-year-old man with chronic obstructive pulmonary disease symptoms"
8546,2020,"Reproducibly sampling SARS-CoV-2 genomes across time, geography, and viral diversity"
8547,2020,Genetic Determinants of Resistance to Extended-Spectrum Cephalosporin and Fluoroquinolone in Escherichia coli Isolated from Diseased Pigs in the United States
8548,2020,Large-scale population analysis of SARS-CoV-2 whole genome sequences reveals host-mediated viral evolution with emergence of mutations in the viral Spike protein associated with elevated mortality rates
8549,2020,Unexpected variations in posttranscriptional gene silencing induced by differentially produced dsRNAs in tobacco cells.
8550,2020,"Ten complete mitochondrial genomes of Gymnocharacini (Stethaprioninae, Characiformes): evolutionary relationships and a repetitive element in the Control Region (D-loop)"
8551,2020,Complex DNA sequence readout mechanisms of the DNMT3B DNA methyltransferase
8552,2020,Ethylene-independent functions of the ethylene precursor ACC in Marchantia polymorpha
8553,2020,Transcriptional changes of mouse ovary during follicle initial or cyclic recruitment mediated by extra hormone treatment.
8554,2020,Microbial Niche Diversification in the Galápagos Archipelago and Its Response to El Niño
8555,2020,Secretion Relieves Translational Co-repression by a Specialized Flagellin Paralog.
8556,2020,Brd/BET Proteins Influence the Genome-Wide Localization of the Kaposi’s Sarcoma-Associated Herpesvirus and Murine Gammaherpesvirus Major Latency Proteins
8557,2020,Construction of Human Proteoform Families from 21 Tesla Fourier Transform Ion Cyclotron Resonance Mass Spectrometry Top-Down Proteomic Data.
8558,2020,Soil disturbance affects plant growth via soil microbial community shifts
8559,2020,Easy identification of insertion sequence mobilization events in related bacterial strains with ISCompare
8560,2020,The Importance of Earth Reference Controls in Spaceflight -Omics Research: Characterization of Nucleolin Mutants from the Seedling Growth Experiments
8561,2020,A role for the ribosome-associated complex in activation of the IRE1 branch of UPR.
8562,2020,"Amplicon-Based, Next-Generation Sequencing Approaches to Characterize Single Nucleotide Polymorphisms of Orthohantavirus Species"
8563,2020,COVID19: Exploring uncommon epitopes for a stable immune response through MHC1 binding
8564,2020,Generation of pure monocultures of human microglia-like cells from induced pluripotent stem cells.
8565,2020,Comparative ligand structural analytics illustrated on variably glycosylated MUC1 antigen–antibody binding
8566,2020,Long noncoding RNA MALAT1 and Regulation of the Antioxidant Defense System in Diabetic Retinopathy.
8567,2020,Transcriptional characterization of conjunctival melanoma identifies the cellular tumor microenvironment and prognostic gene signatures
8568,2020,TET1 Interacts Directly with NANOG via Independent Domains Containing Hydrophobic and Aromatic Residues
8569,2020,Designing for Recommending Intermediate States in A Scientific Workflow Management System
8570,2020,Non-canonical Targets of HIF1a Impair Oligodendrocyte Progenitor Cell Function.
8571,2020,Chia (Salvia hispanica) Gene Expression Atlas Elucidates Dynamic Spatio-Temporal Changes Associated With Plant Growth and Development
8572,2020,Aquimarina sp. Associated With a Cuticular Disease of Cultured Larval Palinurid and Scyllarid Lobsters
8573,2020,Stable Protein Sialylation in Physcomitrella
8574,2020,Variant analysis of SARS-CoV-2 genomes in the Middle East
8575,2020,Rational design of a microbial consortium of mucosal sugar utilizers reduces Clostridiodes difficile colonization
8576,2020,Deciphering Microbial Community Dynamics and Biochemical Changes During Nyons Black Olive Natural Fermentations
8577,2020,The cytoplasmic SYNCRIP mRNA interactome of mammalian neurons
8578,2020,Linking big biomedical datasets to modular analysis with Portable Encapsulated Projects
8579,2020,Common evolutionary features of the envelope glycoprotein of HIV-1 in patients belonging to a transmission chain
8580,2020,Development on Citrus medica infected with ‘Candidatus Liberibacter asiaticus’ has sex-specific and -nonspecific impacts on adult Diaphorina citri and its endosymbionts
8581,2020,Olfactory Stimulation Regulates the Birth of Neurons That Express Specific Odorant Receptors
8582,2020,Capacity building for whole genome sequencing of Mycobacterium tuberculosis and bioinformatics in high TB burden countries
8583,2020,Predicting antimicrobial susceptibility from the bacterial genome: A new paradigm for one health resistance monitoring.
8584,2020,"Association between Altered Blood Parameters and Gut Microbiota after Synbiotic Intake in Healthy, Elderly Korean Women"
8585,2020,NanoGalaxy: Nanopore long-read sequencing data analysis in Galaxy
8586,2020,Fine-Tuning of Alanyl-tRNA Synthetase Quality Control Alleviates Global Dysregulation of the Proteome
8587,2020,The NS1 protein of the parvovirus MVM Aids in the localization of the viral genome to cellular sites of DNA damage
8588,2020,"Complete Genome Sequence of a Jumbo Bacteriophage, vB_pir03, against Vibrio harveyi"
8589,2020,Histone Deacetylase 3 Associates with Key Regulators of NFkB Signaling in Human Lung Epithelial Cells under Stimulation with LPS
8590,2020,Cell-intrinsic Fgf signaling contributes to primordial germ cell homing in zebrafish.
8591,2020,On the Logical Design of a Prototypical Data Lake System for Biological Resources
8592,2020,Structural and functional comparison of Saccharomonospora azurea strains in terms of primycin producing ability
8593,2020,Acinetobacter baylyi regulates type IV pilus synthesis by employing two extension motors and a motor protein inhibitor
8594,2020,Novel mechanisms of type IV pilus regulation in Acinetobacter baylyi
8595,2020,Comparative analysis of chloroplast genomes in Vasconcellea pubescens A.DC. and Carica papaya L.
8596,2020,The transcription factor NRF2 enhances melanoma malignancy by blocking differentiation and inducing COX2 expression
8597,2020,"Associations Among Plant-Based Diet Quality, Uremic Toxins, and Gut Microbiota Profile in Adults Undergoing Hemodialysis Therapy."
8598,2020,Unraveling novel survivin mRNA transcripts in cancer cells using an in-house developed targeted high-throughput sequencing approach.
8599,2020,Host phylogeny and host ecology structure the mammalian gut microbiota at different taxonomic scales
8600,2020,Trajectory and uniqueness of mutational signatures in yeast mutators
8601,2020,Transcriptional memories mediate the plasticity of cold stress responses to enable morphological acclimation in Brachypodium distachyon
8602,2020,Galaxy InteractoMIX: An Integrated Computational Platform for the Study of Protein-Protein Interaction Data.
8603,2020,DNA targeting by subtype I-D CRISPR–Cas shows type I and type III features
8604,2020,Chlorella vulgaris and Its Phycosphere in Wastewater: Microalgae-Bacteria Interactions During Nutrient Removal
8605,2020,CoLiDe: Combinatorial Library Design tool for probing protein sequence space
8606,2020,tRNA ADENOSINE DEAMINASE 3 is required for telomere maintenance in Arabidopsis thaliana
8607,2020,Human G-MDSCs are neutrophils at distinct maturation stages promoting tumor growth in breast cancer
8608,2020,ORCESTRA: a platform for orchestrating and sharing high-throughput pharmacogenomic analyses
8609,2020,Bacterial Whole Genome Sequencing on the Illumina iSeq 100 for Clinical and Public Health Laboratories.
8610,2020,Scanning window analysis of non-coding regions within normal-tumor whole-genome sequence samples
8611,2020,Building Infrastructure and Workflows for Clinical Bioinformatics Pipelines
8612,2020,Application of eDNA metabarcoding in a fragmented lowland river: Spatial and methodological comparison of fish species composition
8613,2020,"Infection Kinetics and Phylogenetic Analysis of vB_EcoD_SU57, a Virulent T1-Like Drexlerviridae Coliphage"
8614,2020,Transcriptional Profiling Uncovers Human Hyalocytes as a Unique Innate Immune Cell Population
8615,2020,"Characterization of Salmonella Resistome and Plasmidome in Pork Production System in Jiangsu, China"
8616,2020,CRISPR-Mediated Base Conversion Allows Discriminatory Depletion of Endogenous T Cell Receptors for Enhanced Synthetic Immunity
8617,2020,Plant growth promoting rhizobacteria isolated from halophytes and drought-tolerant plants: genomic characterisation and exploration of phyto-beneficial traits
8618,2020,Sediment Plasmidome of the Gulfs of Kathiawar Peninsula and Arabian Sea: Insights Gained from Metagenomics Data
8619,2020,Fundamentally different repetitive element composition of sex chromosomes in Rumex acetosa.
8620,2020,Cross-sectional study of human coding- and non-coding RNAs in progressive stages of Helicobacter pylori infection
8621,2020,Shotgun metagenomics reveals both taxonomic and tryptophan pathway differences of gut microbiota in bipolar disorder with current major depressive episode patients.
8622,2020,Efficacy and Metagenomic Analysis of the Stabilized Anaerobic Lignocellulolytic Microbial Consortium from Bubalus bubalis Rumen with Rice Straw Enrichment for Methane Production
8623,2020,Fruitless decommissions regulatory elements to implement cell-type-specific neuronal masculinization
8624,2020,Identification of Novel Candidate Epitopes on SARS-CoV-2 Proteins for South America: A Review of HLA Frequencies by Country
8625,2020,RiboTag-Seq Reveals the Activation of the Unfolded Protein Response in Striatal Microglia Induced by Ethanol Withdrawal
8626,2020,"Genome-wide SNP detection in Darjeeling tea: unravelling genetic structure, functional impact and trait associations"
8627,2020,KAT6A amplifications are associated with shorter progression-free survival and overall survival in patients with endometrial serous carcinoma
8628,2020,Bioleaching of pyritic coal wastes: bioprospecting and efficiency of selected consortia.
8629,2020,Draft Genome Sequences of 81 Salmonella enterica Strains from Informal Markets in Cambodia
8630,2020,Genome Sequence of Salmonella enterica Serovar Typhimurium Bacteriophage MG40
8631,2020,Selective pressure on SARS-CoV-2 protein coding genes and glycosylation site prediction
8632,2020,Evolutionary trajectory of fish Piscine novirhabdovirus (=Viral Hemorrhagic Septicemia Virus) across its Laurentian Great Lakes history: Spatial and temporal diversification
8633,2020,"Draft Genome Sequence of a New Delhi Metallo-β-Lactamase (NDM-1)-Producing Providencia stuartii Strain Isolated in Lima, Peru"
8634,2020,NFIA differentially controls adipogenic and myogenic gene program through distinct pathways to ensure brown and beige adipocyte differentiation
8635,2020,Pre-Operative Evaluation of DNA Methylation Profile in Oral Squamous Cell Carcinoma Can Predict Tumor Aggressive Potential
8636,2020,A Role for Caenorhabditis elegans COMPASS in Germline Chromatin Organization
8637,2020,An Evolutionary Cancer Epigenetic Approach Revealed DNA Hypermethylation of Ultra-Conserved Non-Coding Elements in Squamous Cell Carcinoma of Different Mammalian Species
8638,2020,"Species Diversity in the Braconid Wasp Genus Allorhogas (Doryctinae) Associated With Cynipid Galls on Live Oaks (Quercus: Fagaceae) Using Natural History, Phylogenetics, and Morphology"
8639,2020,A Targeted Metagenomics Approach to Study the Diversity of Norovirus GII in Shellfish Implicated in Outbreaks
8640,2020,INO80C Remodeler Maintains Genomic Stability by Preventing Promiscuous Transcription at Replication Origins
8641,2020,Complete Coding Sequences of Three Chicken Parvovirus Isolates from the United States
8642,2020,Metagenomic Functional Profiling Reveals Differences in Bacterial Composition and Function During Bioaugmentation of Aged Petroleum-Contaminated Soil
8643,2020,Human T-bet Governs Innate and Innate-like Adaptive IFN-γ Immunity against Mycobacteria
8644,2020,Transcriptomic analysis of ileal tissue from Crohn's disease patients identifies extracellular matrix genes that distinguish individuals by age at diagnosis.
8645,2020,Pollen assemblage and environmental DNA changes: A 4300-year-old bat guano deposit from Jamaica
8646,2020,Transcriptional network involving ERG and AR orchestrates Distal-less homeobox-1 mediated prostate cancer progression
8647,2020,Digestive gland microbiome of Pleurobema cordatum: mesocosms induce dysbiosis
8648,2020,"Molecular and cellular characterization of two patient-derived ductal carcinoma in situ (DCIS) cell lines, ETCC-006 and ETCC-010"
8649,2020,Exploring Non‐Coding RNAs in RNAcentral
8650,2020,DNA Methylation of steroidogenic enzymes in benign adrenocortical tumors: NEW INSIGHTS IN ALDOSTERONE-PRODUCING ADENOMAS.
8651,2020,Influenza virus repurposes the antiviral protein IFIT2 to promote translation of viral mRNAs
8652,2020,Identification of Novel Targets of Knee Osteoarthritis Shared by Cartilage and Synovial Tissue
8653,2020,Isolation and characterisation of Vibrio cholerae from fish examined postmortem at ZSL London Zoo between 2014 and 2018
8654,2020,Genomic evolution of antibiotic resistance is contingent on genetic background following a long-term experiment with Escherichia coli
8655,2020,Genomic analysis of Lactococcus garvieae isolates.
8656,2020,Transcriptomic and cellular analyses of CRISPR/Cas9-mediated edition of FASN show inhibition of aggressive characteristics in breast cancer cells.
8657,2020,Metagenomic Studies in Inflammatory Skin Diseases
8658,2020,Reprogramming enriches for somatic cell clones with small scale mutations in cancer-associated genes
8659,2020,Signs of a phyllospheric lifestyle in the genome of the stress-tolerant strain Azospirillum brasilense Az19.
8660,2020,"Development and characterization of thirteen novel microsatellite markers for use in Greenland sharks (Somniosus microcephalus), with cross-amplification in Pacific sleeper sharks (Somniosus pacificus)"
8661,2020,Ligation of random oligomers leads to emergence of autocatalytic sequence network
8662,2020,PHF6 Interacts with LMO2 During Normal Haematopoiesis and in Leukaemia and Regulates Gene Expression and Genome Integrity
8663,2020,Two New Aspergillus flavus Reference Genomes Reveal a Large Insertion Potentially Contributing to Isolate Stress Tolerance and Aflatoxin Production
8664,2020,BRIDGE: An Open Platform for Reproducible High-Throughput Free Energy Simulations
8665,2020,Processing of Alu small RNAs by DICER/ADAR1 complexes and their RNAi targets
8666,2020,Dual Host-Intracellular Parasite Transcriptome of Enucleated Cells Hosting Leishmania amazonensis: Control of Half-Life of Host Cell Transcripts by the Parasite
8667,2020,Landscape Analysis for the Specimen Data Refinery
8668,2020,Highly Efficient Genome Modification of Cultured Primordial Germ Cells with Lentiviral Vectors to Generate Transgenic Songbirds
8669,2020,"Development of a Counterselectable Transposon To Create Markerless Knockouts from an 18,432-Clone Ordered Mycobacterium bovis Bacillus Calmette-Guérin Mutant Resource"
8670,2020,Shiga toxin remodels the intestinal epithelial transcriptional response to Enterohemorrhagic Escherichia coli
8671,2020,MicroRNA profiling the resurrection plant Haberlea rhodopensis unveils essential regulators of survival under severe drought
8672,2020,Genomic Evidence for Sensorial Adaptations to a Nocturnal Predatory Lifestyle in Owls
8673,2020,Hydration-dependent phase separation of a prion-like protein regulates seed germination during water stress
8674,2020,The host brain is permissive to colonization by Toxoplasma gondii
8675,2020,Improving CLIP-seq data analysis by incorporating transcript information
8676,2020,Incorporating the plasmidome into antibiotic resistance surveillance in animal agriculture.
8677,2020,Influenza virus repurposes the antiviral protein IFIT2 to promote translation of viral mRNAs
8678,2020,Expected ocean warming conditions significantly alter the transcriptome of developing postlarval American lobsters (Homarus americanus): Implications for energetic trade-offs.
8679,2020,Superhuman cell death detection with biomarker-optimized neural networks
8680,2020,pyGenomeTracks: reproducible plots for multivariate genomic datasets
8681,2020,"Isolation and whole-genome sequencing of Pseudomonas sp. RIT 623, a slow-growing bacterium endowed with antibiotic properties"
8682,2020,There is no magic bullet: the importance of testing reference gene stability in RT-qPCR experiments across multiple closely related species
8683,2020,"Divergence, gene flow, and speciation in eight lineages of trans‐Beringian birds"
8684,2020,Manganese Ions Individually Alter the Reverse Transcription Signature of Modified Ribonucleosides
8685,2020,The Gut Microbiota Profile in Children with Prader–Willi Syndrome
8686,2020,Development of an NGS-Based Workflow for Improved Monitoring of Circulating Plasmids in Support of Risk Assessment of Antimicrobial Resistance Gene Dissemination
8687,2020,Proteomic variations of esophageal squamous cell carcinoma revealed by combining RNA-seq proteogenomics and G-PTM search strategy
8688,2020,"Expression of a Shiga-Like Toxin during Plastic Colonization by Two Multidrug-Resistant Bacteria, Aeromonas hydrophila RIT668 and Citrobacter freundii RIT669, Isolated from Endangered Turtles (Clemmys guttata)"
8689,2020,Editorial Comment from Dr Kato to Molecular characteristics and markers of advanced clear cell renal cell carcinoma: Pitfalls due to intratumoral heterogeneity and identification of genetic alterations associated with metastasis
8690,2020,Isolation and first draft genome sequence of a linezolid-dependent Staphylococcus aureus clinical strain.
8691,2020,Pseudohyphal differentiation in Komagataella phaffii: investigating the FLO gene family
8692,2020,Paneth Cell-Derived Lysozyme Defines the Composition of Mucolytic Microbiota and the Inflammatory Tone of the Intestine.
8693,2020,Phenotype and genomic background of Arcobacter butzleri strains and taxogenomic assessment of the species.
8694,2020,Modeling the Diversity of Epithelial Ovarian Cancer through Ten Novel Well Characterized Cell Lines Covering Multiple Subtypes of the Disease
8695,2020,Use of Whole Genome Sequencing Data for a First in Silico Specificity Evaluation of the RT-qPCR Assays Used for SARS-CoV-2 Detection
8696,2020,"Salmonella enterica Serovar Hvittingfoss in Bar-Tailed Godwits (Limosa lapponica) from Roebuck Bay, Northwestern Australia"
8697,2020,Building the vertebrate codex using the gene breaking protein trap library
8698,2020,"Prevotella vespertina sp. nov., isolated from an abscess of a hospital patient."
8699,2020,Fungal Assemblages on Indoor Surfaces with Visible Mold Growth in Homes after the 2016 Flood Disaster in Thailand
8700,2020,Base-edited CAR T cells for combinational therapy against T cell malignancies
8701,2020,Association of Gut Microbiota during Early Pregnancy with Risk of Incident Gestational Diabetes Mellitus.
8702,2020,Transcription Inhibitors with XRE DNA-Binding and Cupin Signal-Sensing Domains Drive Metabolic Diversification in Pseudomonas
8703,2020,LncRNA-SLC16A1-AS1 induces metabolic reprogramming during Bladder Cancer progression as target and co-activator of E2F1
8704,2020,"Genome‐wide effect of tetracycline, doxycycline and 4‐epidoxycycline on gene expression in Saccharomyces cerevisiae"
8705,2020,Human L1 Transposition Dynamics Unraveled with Functional Data Analysis.
8706,2020,A pan-cancer analysis reveals nonstop extension mutations causing SMAD4 tumour suppressor degradation
8707,2020,Gene expression profiling of hypertrophic cardiomyocytes identifies new players in pathological remodelling
8708,2020,Maintenance of mitochondrial integrity in midbrain dopaminergic neurons governed by a conserved developmental transcription factor
8709,2020,DNA sequence-dependent activity and base flipping mechanisms of DNMT1 regulate genome-wide DNA methylation
8710,2020,Immuno-informatics approach for multi-epitope vaccine designing against SARS-CoV-2
8711,2020,Whole-genome analyses reveal gene content differences between nontypeable Haemophilus influenzae isolates from chronic obstructive pulmonary disease compared to other clinical phenotypes
8712,2020,Metabarcoding reveals different zooplankton communities in northern and southern areas of the North Sea
8713,2020,A termination-independent role of Rat1 in cotranscriptional splicing
8714,2020,Transcriptomic comparison of human and mouse brain microvessels
8715,2020,A USER-CENTERED DESIGN OF A MAJOR AND MINOR INTRON ANNOTATION DATABASE (MMIAD)
8716,2020,WGS-based characterization of the potentially beneficial Enterococcus faecium EFD from a beehive
8717,2020,"Phage S144, a New Polyvalent Phage Infecting Salmonella spp. and Cronobacter sakazakii"
8718,2020,Meristem Genes in the Highly Reduced Endoparasitic Pilostyles boyacensis (Apodanthaceae)
8719,2020,Custos: Security Middleware for Science Gateways
8720,2020,Characterization of an extensively drug-resistant Stenotrophomonas maltophilia clinical isolate with strong biofilm formation ability from Bulgaria
8721,2020,Last step in the path of LDL cholesterol from lysosome to plasma membrane to ER is governed by phosphatidylserine
8722,2020,Diversity and evolution of cytochrome P450s of Jacobaea vulgaris and Jacobaea aquatica
8723,2020,Precision long-read metagenomics sequencing for food safety by detection and assembly of Shiga toxin-producing Escherichia coli in irrigation water
8724,2020,The landscape of SARS-CoV-2 RNA modifications
8725,2020,Lactobacillus salivarius LI01 encapsulated in alginate-pectin microgels ameliorates d-galactosamine-induced acute liver injury in rats
8726,2020,The Disruptive 4IR in the Life Sciences: Metabolomics
8727,2020,Chromatin topology and the timing of enhancer function at the HoxD locus
8728,2020,AAV-Genome Population Sequencing of Vectors Packaging CRISPR Components Reveals Design-Influenced Heterogeneity
8729,2020,Genome duplication in Leishmania major relies on persistent subtelomeric DNA replication
8730,2020,Reciprocal H3.3 gene editing identifies K27M and G34R mechanisms in pediatric glioma including NOTCH signaling
8731,2020,A Programming Model for Hybrid Workflows: combining Task-based Workflows and Dataflows all-in-one
8732,2020,Environmental enrichment during forced abstinence from cocaine self-administration opposes gene network expression changes associated with the incubation effect
8733,2020,Molecular characteristics and markers of advanced clear cell renal cell carcinoma: Pitfalls due to intratumoral heterogeneity and identification of genetic alterations associated with metastasis
